,description,location,retweetcount,text,date,hashtags
91,MEDICINE 👨‍⚕️💉      Sometimes you make choices in life and sometimes choices make you.🍫,Kashmir ,79,Sister Please Listen Meri Mom Ne 4 Din Se Dawayee Nahi Khaye... 💔😢An orphan family from Lalbazar Srinagar is suffering from severe depression Head of family deid due to cancer  They don't have any source of income If anyone can help them please help as much as possible. https://t.co/RW8TfbkIgn,2022-04-30 16:43:51+00:00,[]
92,"gerontologist; LMHC;
#TheResistance;
Turn Fl Blue;
No lists please;No DMs
RT are not endorsements.
✍️#Handmarkedpaperballots","Polk County, FL",438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:43:51+00:00,[]
93,"Drunk as Robert, bitter as Stannis, gay as Renly. he/him. Batman Returns.","Limerick, Ireland",0,I love the cringe I post when I'm in the depression dumps I think it's great!,2022-04-30 16:43:56+00:00,[]
94,"ONE OF IGOT7; On the outside I skrt skrt, but on the inside I hurt hurt","Oklahoma, USA",2795,"Thoughts on the photo gallery feature? Make sure to download your exclusive in-app photos!

https://t.co/PiC0qiF31e

#JAYB_Mindset #JAYB https://t.co/ExuL85mI9G",2022-04-30 16:43:59+00:00,[]
95,"just ya Average joe, Anime, Games, And music. My likes doesn’t reflect My Character but don’t get shit twisted I’m nothing like the Rest.","Brooklyn, NY",389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:44:01+00:00,[]
96,"Passionate about Research, Power, Energy & Data | Tuko Pamoja | Views are mine. Retweet != Endorsement",United States,50,"I wonder how much, if any, of depression is the de-prioritization of community and rise in isolation as a result of city-dwelling and long work hours. https://t.co/ykoPAN22Cj",2022-04-30 16:44:03+00:00,[]
97,“Man conquers the world by first conquering himself”,,0,@Sharedillusion @escander007 @888Velvet Is it boring? Yes. But every market cycle has the boring depression phase. You either learn patience or get chopped up,2022-04-30 16:44:04+00:00,[]
98,"Freelance rap/hip hop Social Media consultant from South Florida. 20+yrs exp Mktg/PR/Writer/Editor. All views my own. thuglife@my.com. Dum spiro, spero.",South Florida,438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:44:04+00:00,[]
99,this is the BONE SLICER round earthers DNI,she/they 23 VA 18+,12051,The median annual pay during the Great Depression was 22% of the cost of an average home. Today's it's 14%. That means that pay relative to home cost made it easier to buy a home during the Great Depression than right now. This is absurd.,2022-04-30 16:44:04+00:00,[]
100,"Biodigital novelist, mover of heavy objects, volunteer firefighter (retired), national treasure. https://t.co/h3US6p87Th","Martha's Vineyard, USA",489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:44:04+00:00,[]
101,"“Do I look like a man who wants a simple life, eh?”",Williamsburg,55,"Ummm are we seeing this right now?! I just put the 1929 Great Depression DJI fractal next to current era DJI

Wow this lines up w/ @DaveHcontrarian melt up into a blow off top by roughly end of year, which is also confluence w/ what @TechDev_52 and I believe to be #bitcoin’s peak https://t.co/sVMs2LyE6Y",2022-04-30 16:44:05+00:00,[]
102,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness https://t.co/cMCadIpoXz",2022-04-30 16:44:05+00:00,"['addict', 'addiction', 'AddictionRecovery', 'Anxiety', 'anxious', 'AskForHelp', 'bipolar', 'bipolardisorder', 'bpd', 'breakthestigma', 'counselling', 'Depression', 'endstigma', 'endthestigma', 'faithoverfear', 'familytherapy', 'happiness']"
103,EmmaRose🥰|| 22’🇿🇦🇳🇬. Be Kind🥺,Eastern cape,0,"April🥺❤️
My dump is not in pictures but I got a job😭😭 started taking depression pills and anxiety pills🥺🤍 finished 2 weeks without being depressed🤍💃🏾❤️ since the year started it’s been the best month🥺❤️",2022-04-30 16:44:12+00:00,[]
104,just another twit...,Peanut Gallery,54,"@JoshuaPotash Great Depression happened because workers could no longer afford to purchase the goods they produced, so they had to go into debt. As debts climbed, ability to pay the debts diminished and loans defaulted. Banks stopped lending, and the debt based economy crashed.

It's repeating",2022-04-30 16:44:13+00:00,[]
105,"I love God, my wife and son, and baseball!",,1005,"Elon Musk is making Twitter fun and lighthearted. The Left wants it to be a cesspool of depression, dopamine addiction, and virtue signaling. And they are not happy with the change.",2022-04-30 16:44:13+00:00,[]
106,,,127,"@gate_io @talkmada @Marvin_Inu @elonmusk This question can turn into depression for those who ignored $Marvin during its early stage. Its not pleasant to miss life changing opportunities.

We aim to build Marvin in a way that will offer a lot back to its community rather than just offering a positive price action.",2022-04-30 16:44:14+00:00,[]
107,Probably outside or watching sports.,Wild West,0,@as_per_danielle Raisin pie has great depression written all over it,2022-04-30 16:44:14+00:00,[]
108,come as you are // @BTS_twt,,22,"do u ever think abt how social media induces depression, like we really stay on our phones for 6 hrs maybe more not going out or not exercising, not getting endorphins or fresh air wtf r we doing 😵‍💫",2022-04-30 16:44:15+00:00,[]
109,"BLM

@themanyfacedgxd is my baby. leave me alone.",Botswana,54,"@JoshuaPotash Great Depression happened because workers could no longer afford to purchase the goods they produced, so they had to go into debt. As debts climbed, ability to pay the debts diminished and loans defaulted. Banks stopped lending, and the debt based economy crashed.

It's repeating",2022-04-30 16:44:17+00:00,[]
110,"Music librarian, educator, self-advocate for mental illness, parent, spouse, aquarist. She/hers. All opinions are solely my own.",,489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:44:18+00:00,[]
111,"Joyful follower of Jesus, happily married to @mickeymallin who makes mistakes! Mother of 3, grandma to 8,  writer, editor. Natural redhead, like most of my fam!",,0,"Randy Alcorn: This past 9 days, depression has intermingled with grief. I feel profound pain of loss, but I simultaneously feel that the One who has borne my grief &amp; carried my sorrows is infinitely larger than my pain. So as real as the pain is, I feel no despair...",2022-04-30 16:44:18+00:00,[]
112,Life is better at the 🏖,Canada,438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:44:18+00:00,[]
113,"🎄𝗦𝗘𝗠𝗜-𝗛𝗜𝗔𝗧𝗨𝗦 ☁️ 😎 SAVAGE💖 ᴘᴇʀꜱᴏɴᴀʟ ᴀᴄᴄᴏᴜɴᴛ, I DO WHAT I WANT, RESPECT 💜 #BTS 💚#Win🤍#Bright 🌷#Lalisa #Jungkookie #TaeTae 💖#LucaBWShopReview","For BW merch, can dm ",4,"Truly want to let you know that you are one of the best thing in my mid 25 years old, and you always be. You make me pass depression and worst time of my life

You are the best thing for me

Please take a good rest and stay healthy 

Love from PorPor 

@Winmetawin #winmetawin",2022-04-30 16:44:20+00:00,['winmetawin']
114,Author Services,"Edina, MN",0,"UKRAINAN NIGHTS - A young reporter battles depression &amp; obsessive love - Buy it now! ➡ https://t.co/9vgRWqLPtp https://t.co/cgk8FQLkQY (Recommended by Calumet Editions)
^*",2022-04-30 16:44:20+00:00,[]
115,"Features Editor @screenrant | Editorial Lead Atom Insider | Co-leader @cafwu | 'Burgh sports for life | Firebrand, lit & history nerd | Views = my own | She/her",Los Angeles,489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:44:21+00:00,[]
116,"We good luv, enjoy 😉🥇🏆",🌊🌊🌊,2,I can be doin the most random shit during the most random time of day and just get a wave of depression outta nowhere.,2022-04-30 16:44:22+00:00,[]
117,💚🙏🐸,,0,@elonmusk @pmarca Wellbutrin worked really well for my depression I'll give it that. But I think Elon is right since I experienced an alarming increased rate of hair loss on Wellbutrin and stopped taking it.,2022-04-30 16:44:22+00:00,[]
118,"Logical liberal, love is love, BLM, please don’t make me block you :)",Some weird place,22,This video has single-handedly cured my depression https://t.co/q7W3GZm5Y5,2022-04-30 16:44:23+00:00,[]
119,IG: dmoneydiamond,,389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:44:23+00:00,[]
120,Accountant with advanced degree in history and literature. Go figure. Author of Our Jewish Robot Future and the forthcoming Fix the Road.,"Birmingham, MI",0,"Personal Memoir - SIXTY-NINTH STREET SUICIDE - Wisdom to learn from a failed suicide attempt ➡ https://t.co/D8k89VFjlk https://t.co/nvMk6yGpOZ (Posted by Calumet Editions)
*:",2022-04-30 16:44:24+00:00,[]
121,hi twitter,South Africa,26,"I hate the depression that comes after having a good time.. be it groove or any type of outing..
like ufike endlini all of a sudden you're down",2022-04-30 16:44:25+00:00,[]
122,"~Just your local neighborhood cam girl~
PM me for link 🔗 ~ Young Living Member ID- 10781158
Check out my depop acc below.⬇⬇","Charlottesville, VA",0,My head feels infested with depression this morning. It's kinda crazy.,2022-04-30 16:44:35+00:00,[]
123,"I'm a food writer, cookbook author, memoirist, and founder of the website Leite's Culinaria. I like to bite the heads off of chocolate Easter bunnies.",NYC | CT,0,“Somehow I’d managed to forget myself all morning. … I knew better than to consider it anything more than happenstance. Too many times I’d looked upon a few good hours as a start … only to be slapped back.” #AmReading a relateable #memoir of life with depression. @davidleite https://t.co/vYIc0uRhf3,2022-04-30 16:44:35+00:00,[]
124,My little munchkin and doberman 💚🤍 #winmetawin #bbrightvc Personal Account :) ZONZON🧡💙 #nunew #zeepruk,,4,"Truly want to let you know that you are one of the best thing in my mid 25 years old, and you always be. You make me pass depression and worst time of my life

You are the best thing for me

Please take a good rest and stay healthy 

Love from PorPor 

@Winmetawin #winmetawin",2022-04-30 16:44:38+00:00,[]
125,"#TheResistance✌🏻❄️ Forced Patriotism is Fascism 🚌
До біса Путіна.  Слава Україні. 🇺🇦",,438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:44:38+00:00,[]
126,used to be queerlycommie but sworded | she/they | Minor | Literature Nerd,"Alabama, USA",489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:44:39+00:00,[]
127,"she/her, Author of AFTERMATH https://t.co/pmqGA4J59d Sustainability/beauty writer Allure,etc). Sitcom writer: https://t.co/OSFAHFdd7e, activist, mom","Los Angeles, CA",1,"Quick reminder that medications to treat depression, anxiety, ADHD, and a number of other mental health conditions can be life saving and whether or not medication is best for you is a matter for you and your treatment team. Please don’t take advice from charlatans on Twitter 🙄",2022-04-30 16:44:41+00:00,[]
128,ig @themakeupsnobb,,389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:44:41+00:00,[]
129,"PERCENTAGE INCLINED

I NO DEY USE MY PERCENTAGE PLAY💯","Lagos, Nigeria",525,If Wizkid continues to brag like this your faves will go into depression 🧏🏾‍♂️,2022-04-30 16:44:48+00:00,[]
130,"“I don’t mind being called a propagandist, so long as that propaganda is based on the truth.” - Edward R. Murrow, speaking to a reporter for the  Miami Herald.","Westchester County, NY",438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:44:49+00:00,[]
131,"Everything will be alright in the end, if it isn't alright it isn't the end.",Leeds,22,"If you’re suffering from depression and are looking for a sign to not go through with ending your life, this is it. This is the sign. We care.

If you see this on your Twitter, retweet it. You could save a life..",2022-04-30 16:44:49+00:00,[]
132,3rd Grade Teacher. MOSTLY THE HONEST TRUTH (Indies Introduce/Indies Next) WORSE THAN WEIRD @HarperChildrens @UpstartCrowLit #Novel19s #scbwi,"Oregon, USA",0,A heartbreaking story of grief and depression with the message that there’s always help and people willing to listen. Congratulations @englund_jennie on winning the #oregonbookaward @literaryarts #mglit https://t.co/t1aZ5amMzV,2022-04-30 16:44:50+00:00,"['oregonbookaward', 'mglit']"
133,a guy in texas that likes macro economics,,0,i believe this time is a 1929 leverage flush via deflation with no depression after because of QE,2022-04-30 16:44:50+00:00,[]
134,OU grad 🤪 // stan account for harrison stylish // she/her //#blacklivesmatter //#muslimlivesmatter// #nativelivesmatter //,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:44:51+00:00,[]
135,"she/her — librarian/indie game writer, small town witch, unapologetic villain & monster stan, mother to the Void 🐈‍⬛  please get me to write again 🦋",,0,"@postedbygaslite I've never heard a bad thing about it, tbh, always that the depression is worse",2022-04-30 16:44:54+00:00,[]
136,"native american artist dude. and i cook! i do all my own dishes, too","Wausau, WI",0,@lickmygravitas whatever he just said? all i know is i wish i had a script for molly (ecstasy) for my depression,2022-04-30 16:44:57+00:00,[]
137,"Medical thriller #author, #tweetiatrician, father/husband, USAF #veteran. Rep by @lynnette_novak. #AdverseEffects by @blackstoneaudio. he/him","Florida, USA",0,"@Destin65 @nathaliejacoby1 You’re correct. It was originally for tobacco/nicotone cessation, but it has good efficacy for depression in adults. Not as strong evidence for anxiety, but some application for ADHD.",2022-04-30 16:44:58+00:00,[]
138,"Hello! I’m a Real Estate Agent with Truman Ball Real Estate! I love Real Estate, Owning Blossom Sprout Boutique, and spending time with my Hubby & Family! 😊","Arkansas, USA",0,"@elonmusk @pmarca I’ve read interesting scientific research about the use of psilocybin mushrooms as treatment for depression and head injuries with little, if any, adverse reactions.  I don’t understand why this option has not moved along faster.  It has to be about $, not quality of care.",2022-04-30 16:44:58+00:00,[]
139,They/Them. Activision QA. Science Fiction/Fantasy writer. Poet. Artist. Gamer. Comic nerd. Naturalistic Pantheistic Pagan Druid. My opinions are my own.,,349,"*sees Wellbutrin, a drug that has helped friends of mine both with Depression and ADHD live better lives, trending*

Oh, this can't be good.

*Click*

... well, it's not the first reason Elon can go fuck himself, but it's on the list.",2022-04-30 16:44:58+00:00,[]
140,"18+, he/they
Wrestling, music, hot (stupid) takes, memes. Sometimes my mania will kick in; apologies in advance.",,0,"Just wanna say Wellbutrin is one of the most efficacious anti depressant/anti anxiety meds available, and it has super mild side effects compared to others. Maybe the reason so many people who take it have suicide stories is because they have clinical depression that requires med",2022-04-30 16:44:59+00:00,[]
141,Janee. Fandoms and feminism. Black lives matter.,Boston,160,"When former Canucks goalie Richard Brodeur played in the NHL, he had a secret that helped him navigate depression.
He loved painting &amp; sketching, a talent he kept hidden.
While reporting this week in BC, I met a family who has fallen in love with Brodeur's work. I love it, too. https://t.co/caQH62e1Os",2022-04-30 16:45:00+00:00,[]
142,"† Christian, common sense free thinker in California.  In favor of small and limited government.",Southern CA,0,"'The Great O'Biden Depression' is here, and its purposeful https://t.co/SoeMEJ97BQ",2022-04-30 16:45:02+00:00,[]
143,futuro doc (?),Panama,0,@_frogirl never forgiving Netflix por haber cancelado sense8. acabarla me dio el peor post series depression 😒,2022-04-30 16:45:04+00:00,[]
144,,,0,South Africa: Chad Le Clos' Deep Waters of Depression https://t.co/owms3HUuG3,2022-04-30 16:45:04+00:00,[]
145,RPhT Koko 💊❤️ Comeback Player Of The Year🏆✨#CertifiedBeatCatcher,Where Im At.,18,"6. Read more books

Books will help you boost many aspects of your life. 

Books will help: 

• Enhance sleep 
• Improve your memory 
• Improve general knowledge 
• Reduce anxiety &amp; depression 

Don't underestimate the power of reading books.",2022-04-30 16:45:04+00:00,[]
146,i woke up like this • he/him • model,love,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:45:07+00:00,[]
147,🇺🇦,21,0,I walked 12k steps why isn’t my depression cured,2022-04-30 16:45:10+00:00,[]
148,"Doctor |
MBBS ( AIIMS BBSR ) | PGY1 MD Internal Medicine ( CMC , Calicut ) | Proud dropout ( Medicine, KEM Mumbai ) |
RTs are NOT Endorsements",,158,"A medical student &amp; a patient, who had multiple episodes of depression during UG, finally cleared the exams. I asked him,what next?

He replied, sir no more entrance exams for me. I don't want to do PG.

I felt so happy at his maturity. 
If you don't do PG, that's perfectly ok.",2022-04-30 16:45:13+00:00,[]
149,— 𝗕𝗿𝗶𝗴𝗵𝘁𝗪𝗶𝗻♡ | 𝘮𝘰𝘮𝘮𝘺 𝘯𝘰𝘯𝘨 𝘸𝘪𝘯 -100% ꒱.° ⊹🐰 ˚ ༘🥛˃̵͈̑ᴗ˂̵͈̑𓂃꙳ #bbrightvc #winmetawin,ประเทศไบร์ทวิน,4,"Truly want to let you know that you are one of the best thing in my mid 25 years old, and you always be. You make me pass depression and worst time of my life

You are the best thing for me

Please take a good rest and stay healthy 

Love from PorPor 

@Winmetawin #winmetawin",2022-04-30 16:45:14+00:00,[]
150,"California-turned Arizona-turned Missouri girl. Mom. Doctor. Scientist. All opinions my own.

Need an MD to write or edit for you? I'm your person.",St Louis,0,"@artisteboy @AileenLovelace @AynRandPaulRyan @elonmusk @pmarca You're totally right. I mean, kids with untreated depression never think about suicide. It's definitely just the meds that are a problem 🙄",2022-04-30 16:45:22+00:00,[]
151,แม่บอกไม่ให้คุยกับคนแปลกๆ แต่กุว่ากุแปลกกว่าคนอื่นอีกนะ GOTDAYSTRAYXHBOYSTORYPROJECTCLOUD💘(7824)(3659) #กรุ๊กแกร๊กรีวิว,@yugyeom = 💛,2795,"Thoughts on the photo gallery feature? Make sure to download your exclusive in-app photos!

https://t.co/PiC0qiF31e

#JAYB_Mindset #JAYB https://t.co/ExuL85mI9G",2022-04-30 16:45:22+00:00,[]
152,enlightened plastic model kit shitposter. | Biz: jason@badgunpla.com | he/him,"Austin, TX",11,"New research shows the thing you’re doing to cope with your depression is the cause of your depression 

https://t.co/Odvawyvc79",2022-04-30 16:45:24+00:00,[]
153,,,0,Can Negative Energy from a Paranormal Investigation Lead to Depression? https://t.co/ymSbHs1PPe https://t.co/MSGIq7kmnY,2022-04-30 16:45:25+00:00,[]
154,Snapchat/Tiktok/IG: sunveervirk https://t.co/yb8CUs21di  ACAB,Broward County,12051,The median annual pay during the Great Depression was 22% of the cost of an average home. Today's it's 14%. That means that pay relative to home cost made it easier to buy a home during the Great Depression than right now. This is absurd.,2022-04-30 16:45:26+00:00,[]
155,welcome to the after party. ♓️ anahi🖤,¿ to hell & back ?,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:45:29+00:00,[]
156,,,5,"As someone who has been on both Adderall AND Wellbutrin for the last 7+ years (in order to treat my depression, adhd and severe Crohn’s fatigue) I can confidently say that @elonmusk is a sad man filled with ignorant ideas and too much unwarranted confidence.

Don’t listen to him.",2022-04-30 16:45:31+00:00,[]
157,"n–n–no… nobody's fault but mine. database boffin, virtue signaler; he/him",,0,"@vickyharp thanks for sharing.
the interplay of depression, anxiety, ADHD and ptsd can be so… complex? hidden? that one might not be isolated from the others until the journey is started. may you always have trusted MH professionals and trusted friends near. 🙂",2022-04-30 16:45:33+00:00,[]
158,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness https://t.co/t826ZUpbZw",2022-04-30 16:45:33+00:00,"['addict', 'addiction', 'AddictionRecovery', 'Anxiety', 'anxious', 'AskForHelp', 'bipolar', 'bipolardisorder', 'bpd', 'breakthestigma', 'counselling', 'Depression', 'endstigma', 'endthestigma', 'faithoverfear', 'familytherapy', 'happiness']"
159,"Твиты в пустоту~  
(Взаимно не подписываюсь, если мне не интересно, так что на меня тоже не обязательно)",,0,"I don't make a very good first impression
The world is bored of my depression https://t.co/31pcbAHcjw",2022-04-30 16:45:35+00:00,[]
160,Level 37 Human. She/Her. Always plays a rogue.,"North Carolina, USA",24,"Thanks Elongated Muskrat. Now Anti-depressants &amp; SSRIs are going to be stigmatized once again.

There is NO SHAME in asking your doctor if you need help with depression. Ask your doctor, not an egotistical billionaire.",2022-04-30 16:45:38+00:00,[]
161,I love life because being alive in this world is a gift,,16,"""Like all patients who suffer from depression, I want to get better."" 

seona’s story hit me hard. the only ones who knows how difficult it is to get better are the ones who live with depression. i hope she finds healing and happiness in the end. ☹️ #OurBluesEp6 https://t.co/TTWDT5phIm",2022-04-30 16:45:40+00:00,[]
162,Feel free to tease and humiliate. No minors. Open to profile play! They/them please. Age: old enough,,0,"@lewd_skunkdemon You'd be amazed how many people will like, literally keep up rp mode on like, posts talking about depression and stuff and it's like okay if it's just offering hugs and consolation great but otherwise like hey sorry time to be serious now :p",2022-04-30 16:45:42+00:00,[]
163,MBBS,,158,"A medical student &amp; a patient, who had multiple episodes of depression during UG, finally cleared the exams. I asked him,what next?

He replied, sir no more entrance exams for me. I don't want to do PG.

I felt so happy at his maturity. 
If you don't do PG, that's perfectly ok.",2022-04-30 16:45:43+00:00,[]
164,"i will sew good seeds, even in uncertainty *",sfl,12,"SSRIs, including Wellbutrin, are the reason I made it through my teen years. To this day, they let me function without OCD or depression hijacking my brain. 

Please don’t listen to Elon Musk’s bullshit. Take care of yourself.

OK, back to covering Musk’s rampant labor abuses.",2022-04-30 16:45:48+00:00,[]
165,ela/dela,زكواد,0,@joelocke03 if i were in your shoes and i was assisted by adele i wouldn't know what depression is anymore,2022-04-30 16:45:50+00:00,[]
166,"she/her, auntie x2, boxer mom, lesbian. BLM, Protect Trans Kids! RIP Scott Hall, RIP Brodie Lee. $thegaychel",The Better Washington,168,depression as a red flag lmao https://t.co/xc7EYCNtlo,2022-04-30 16:45:54+00:00,[]
167,Fantasy baseball/NBA and DFS • Former JUCO bandit • Raleigh NC,,0,Hey Jon have you ever tried to seek out therapy for your depression? https://t.co/ejwlzmL7NI,2022-04-30 16:45:56+00:00,[]
168,"Writer/illustrator/cartoonist. Ignatz nominated. Occasional theme park journalist. Part time teacher. All opinions my own, obvi. he/him","Chicago, IL",0,"Wellbutrin is part of my treatment to help manage my depression and ADHD. It literally saved my life.

Do not take medical advice from a non-doctor who’s fortune came from apartheid blood emeralds.",2022-04-30 16:45:58+00:00,[]
169,"illustrator and procrastinator
PFP: @YourYeh_NFT
email: gweni.art@gmail.com",,1,"I have a deep connection with butterflies. They represent hope, change and rebirth. It reminds me when life got hard and I fought through it to be here. I’m still battling depression and anxiety but I never lose hope that one day I will be better!

I’m made of butterflies🦋 https://t.co/iLqd6j1Y5R",2022-04-30 16:46:01+00:00,[]
170,Every path leads to light. 💍 🏄🏽 🐾🐾,"Honolulu, Hawaii",489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:46:04+00:00,[]
171,The Anti-Hero with an attitude problem.💢Sonic OC💢Species: Maned Wolf/Red Wolf Hybrid💢,I: My art / Mun is 25,0,//apologies for my disappearance. Depression is literally kicking my ass and winning right now. I don't feel like doing anything at all sadly. I have no clue when I'll be back,2022-04-30 16:46:04+00:00,[]
172,Symmetry in all things,colorado,0,@JoshuaEugene92 It’s actually the depression :/,2022-04-30 16:46:10+00:00,[]
173,"Writer. Reader. Editor. Tea addict. Lover of all animals, especially the crazy ones.  “I like the wine and not the label.” She/her.","Canada, eh.",0,"Maybe someone should tell Elon it's possible for antidepressants to bottom out, causing the depression to come back along w suicidal ideation. Also maybe he should shut the fuck up.",2022-04-30 16:46:13+00:00,[]
174,"Alyssa. she/her. WoT Spoilers. Wheel of Time, Prodigal Son 
Brown Ajah 🤎📚
CR: House of Chains
#SaveProdigalSon","Perrysburg, OH",0,@JuicedPear I don't know if he'll be annoying in s2 seeing as that's something Rafe mentioned about book 2 Rand reading as immature 😂 we might just skip ahead to the depression and trauma,2022-04-30 16:46:14+00:00,[]
175,"F1, Music, Hi-Fi, Photography, Science, Scooters, Cars",Edinburgh,4,"Increasing levels of depression, family break up, homeless young men. Who said cannabis is harmless. https://t.co/F3gvJLE2st",2022-04-30 16:46:16+00:00,[]
176,Father to one amazing daughter and too many dogs and cats to count. #RESIST #VoteBlue #Biden2020 #FBR #UnionStrong #TheResistance #Atheist,"San Fernando, CA",489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:46:17+00:00,[]
177,"Proud dad of two GLBTQ kids. Writer for Asimov's, F&SF, Analog, #SFWA. #WritingCommunity, Teacher, Moth storyteller. Book designer & Illustrator.","Cambridge, MA",0,"@WriteTeachPlay @csecooney Like many emotions, Jealousy is irrational, but is experienced by many who know this, and who don't _want_ to feel it. Success, and failure all contain a random component. Jealousy is one of the reactions to this, along with depression and despair.",2022-04-30 16:46:17+00:00,[]
178,ophelia defender | she/her,ig: xohonya ,0,who tf made high functioning anxiety and severe depression a package mf i be fighting to stay alive but have zero will to live at the same time what fckery is this fr,2022-04-30 16:46:19+00:00,[]
179,🌞☮️ V 💓,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:46:22+00:00,[]
180,alhamdullilah 😭💕,,0,"May Allah cure you from all mental strains, depression and anxiety. May Allah increase you in sabr and imaan.
May Allah guide you and protect you always. May Allah protect you from the shackles of shaytaan.
May Allah answer all your secret wishes and dua.",2022-04-30 16:46:30+00:00,[]
181,#BLESSED🙏🏿,"Paris, France",0,depression sukks.. worst feelin’!!!!,2022-04-30 16:46:30+00:00,[]
182,"EP|TX
UTEP 
Adventure Seeker",,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:46:31+00:00,[]
