,description,location,retweetcount,text,date,hashtags
70,"#TigrayIsSuf  #StopTigrayGenocide
#stopTigrayfamine💔እዚይ እዉን ክሓልፍ እዩ አይትበሉ በጀኩም ህዝብና ካብ ሰዓት ናብሰዓት ይፀንት እዩ ዘሎ ጥምየት ግዜ አይህብን 💔😢😢😢🖤☝ https://t.co/TNhlSSkO2I",Tigray,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:35:12+00:00,['ChildrenOfTigray']
71,Writer. Wonderful annoyance #1  @purplelvngmom 🙃,Earth.,5,"@elonmusk @pmarca To clarify this, I am not opposed to ketamine or psilocybin treatments by any means, and fully support these treatments.  Psilocybin has shown amazing efficacy in treatment of PTSD, and ketamine in refractory depression. But millions of people have life saving benefits from SSRIs",2022-04-30 15:35:31+00:00,[]
72,fymm,\,6,"The PTSD has been fully triggered. I, I think I hear the honking again. Nooooooooooo https://t.co/X9akjpP2Ok",2022-04-30 15:35:49+00:00,[]
73,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms
#mothers 
#namisouthernaz
#NoMoreStigma
#NotAlone
#OCD
#overthinking
#parent
#parenting
#parenthood 
#patience 
#PositiveVibes 
#positivity 
#PTSD https://t.co/NrQfLxGH2Q",2022-04-30 15:35:57+00:00,"['mentalhealthsupport', 'MentalIllness', 'mentalwellness', 'mindfulness', 'momlife', 'moms', 'mothers', 'namisouthernaz', 'NoMoreStigma', 'NotAlone', 'OCD', 'overthinking', 'parent', 'parenting', 'parenthood', 'patience', 'PositiveVibes', 'positivity', 'PTSD']"
74,"Real Madrid, Kroos and Camavinga fan.",,0,Mariano will give me PTSD with this performance https://t.co/WwH9ZXUwmr,2022-04-30 15:36:13+00:00,[]
75,"Dad, Artist, Vikings Fan, Sarcasm aficionado. Mostly memes and retweets.",Minneapolis Minnesota,11,Kwesi doesn’t care about Vikings fans’ draft day PTSD.,2022-04-30 15:36:23+00:00,[]
76,"Our direction
is from chaos
to Perfection


unam considerationem meam",Greater Vancouver A,6,"The PTSD has been fully triggered. I, I think I hear the honking again. Nooooooooooo https://t.co/X9akjpP2Ok",2022-04-30 15:36:30+00:00,[]
77,god of global warming and all weather,,4,Y’all pray for my Hatcher. Something is wrong - his vet’s offices have no openings. He’s never clingy like this. He’s doing this off and on for 2-3 days. Thought he was better yesterday. He’s only 3 y’all. I have Sammy PTSD. HELP! https://t.co/sf4MWFF2HD,2022-04-30 15:36:47+00:00,[]
78,"∆ForeverVerse ShipKid∆
Pfp by @ADwellerTavern × OC/AU/XOver Friendly
× #RP #UTRP #MVRP × SemiLit/Detailed
× !Violence Ahead! × DMs Open",Mun Is 18,0,"May Be Added To

× Yanderes
× Death
× Gore / Blood
× Obsessive Themes
× Stalking / Kidnapping
× Violence
× Kidnapping
× Weapons
× Abuse
× PTSD
× !!! Anxiety !!!
× Scars",2022-04-30 15:36:48+00:00,[]
79,Don’t Let Haters Stop U.,The Dark Alleys. ,0,@DinnChris 12 Step and other Conservative based ideology Are nif Something that researchers and trained addiction specialist give much worry to. Society see that the War on Drugs and the one Option fits all Treatment plan is and has Failed Most.,2022-04-30 15:36:49+00:00,[]
80,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,0,"@MissVJFxx 
⚽️ LEEDSUTD Paracord Bracelets ⚽️

Please RT and show your support.

Each bracelet is custom made to order 
handmade by myself #Army #Veteran who suffers from #PTSD if anyone is interested please contact me for details. #LEEDS https://t.co/GR65eps9UF",2022-04-30 15:36:54+00:00,"['Army', 'Veteran', 'PTSD', 'LEEDS']"
81,,,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:37:00+00:00,['ChildrenOfTigray']
82,#Resister #BidenHarris #EqualRights #WomensRights #BLM #FBR. NO DMs,United States,544,"This is occurring in politics.

Decades of fear mongering/demagoguery have conditioned people’s primitive fear responses to be in a constant state of “hyper-vigilance” (not unlike PTSD)....to see enemies everywhere.....and to view everything as a ""threat"" to their survival.   11/",2022-04-30 15:37:01+00:00,[]
83,.｡*ﾟ+.*.｡ easy for you enthusiast — she/her,bald luke cult co-parent ♡,0,@taysonlyreason @5SOS @Michael5SOS @Calum5SOS @Luke5SOS @Ashton5SOS actually no thats like one letter off from ptsd WJDBDJS,2022-04-30 15:37:03+00:00,[]
84,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,0,"@FionaB_88 
⚽️ LEEDSUTD Paracord Bracelets ⚽️

Please RT and show your support.

Each bracelet is custom made to order 
handmade by myself #Army #Veteran who suffers from #PTSD if anyone is interested please contact me for details. #LEEDS https://t.co/3Dz7uQrc8X",2022-04-30 15:37:10+00:00,"['Army', 'Veteran', 'PTSD', 'LEEDS']"
85,,,42,I hate dating people with relationship ptsd I’m not your ex😭my intentions are good..,2022-04-30 15:37:10+00:00,[]
86,"I help women still trying to deal with residual emotional overwhelm from abuse in childhood, discover inner calm so that they can finally feel free.",South Yorkshire,1,"@erosemost To learn more about the trauma recovery and healing process, here’s my blog post. 

#PTSD #CSA #Trauma #HealingJourney #Abuse #MeToo 

https://t.co/uOQzIQF9Ox",2022-04-30 15:37:11+00:00,"['PTSD', 'CSA', 'Trauma']"
87,I need to voice for #TigrayGenocide i am in twitter for Tigray Tigray in MY mother land,,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:37:16+00:00,['ChildrenOfTigray']
88,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms
#mothers 
#namisouthernaz
#NoMoreStigma
#NotAlone
#OCD
#overthinking
#parent
#parenting
#parenthood 
#patience 
#PositiveVibes 
#positivity 
#PTSD https://t.co/UlBWjQqckW",2022-04-30 15:37:19+00:00,"['mentalhealthsupport', 'MentalIllness', 'mentalwellness', 'mindfulness', 'momlife', 'moms', 'mothers', 'namisouthernaz', 'NoMoreStigma', 'NotAlone', 'OCD', 'overthinking', 'parent', 'parenting', 'parenthood', 'patience', 'PositiveVibes', 'positivity', 'PTSD']"
89,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,0,"@lufcgrace 
⚽️ LEEDSUTD Paracord Bracelets ⚽️

Please RT and show your support.

Each bracelet is custom made to order 
handmade by myself #Army #Veteran who suffers from #PTSD if anyone is interested please contact me for details. #LEEDS https://t.co/Fgf4mAQWkh",2022-04-30 15:37:23+00:00,"['Army', 'Veteran', 'PTSD', 'LEEDS']"
90,"Humanitarian,Human Right voice for Voiceless am proud of African
#Tigray!Never Give🆙#Humanityfirst",,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:37:52+00:00,['ChildrenOfTigray']
91,"Retired and enjoying life. Early struggles teach you to work smarter not harder. Life on the lake, living in the Northwoods and loving life.","Wisconsin, USA",0,@yankeecannuck @HelenGDMc @queernoob @GellertDepp BPD is something you're born with it's not something that is caused by abuse. PTSD can be brought on by trauma not BPD.,2022-04-30 15:37:59+00:00,[]
92,Stand with Ukraine! Always blue. old hippie Enviro activist since 1978! Biodiversity loss is happening daily. Grateful since age 10 for Beatles Resist!! 🌻🌻🌻,,3,“Mindfulness Meditation for Beginners” https://t.co/cyEuZb64fL #wellness #PTSD #mindfulness #mentalhealth #stress #meditation,2022-04-30 15:38:09+00:00,"['wellness', 'PTSD', 'mindfulness', 'mentalhealth', 'stress']"
93,"A Virginia girl, living in SoFlo world, looking for my tribe.","Boca Raton, FL",0,The song One More Try by George Michael started playing in my head recently and they fit in well with these writings. #relationships #abandonmentissues  https://t.co/2xDeO3ry6B,2022-04-30 15:38:20+00:00,"['relationships', 'abandonmentissues']"
94,I love Facts Truth Integrity Freedom Family.     Manitoba Canadian,,13,"#Ottawa Police displaying C8 assault rifles at a protest is an escalation, not a de-escalation.  Doing it at an event that is made up of Veterans, some who may suffer from PTSD is just stupid and unnecessary.  Shameful conduct that will bring the force into disrepute.",2022-04-30 15:38:30+00:00,['Ottawa']
95,🇹🇹 || 𝒊𝒈: @𝒂𝒔𝒉𝒂𝒌𝒊𝒊𝒊𝒊 || 𝒔𝒄: 𝒂𝒔𝒉𝒂𝒌𝒊𝒛𝒆 ||🦋🪬,Trinidad and Tobago ,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:38:33+00:00,[]
96,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms
#mothers 
#namisouthernaz
#NoMoreStigma
#NotAlone
#OCD
#overthinking
#parent
#parenting
#parenthood 
#patience 
#PositiveVibes 
#positivity 
#PTSD https://t.co/Vpm2k6K9kU",2022-04-30 15:38:45+00:00,"['mentalhealthsupport', 'MentalIllness', 'mentalwellness', 'mindfulness', 'momlife', 'moms', 'mothers', 'namisouthernaz', 'NoMoreStigma', 'NotAlone', 'OCD', 'overthinking', 'parent', 'parenting', 'parenthood', 'patience', 'PositiveVibes', 'positivity', 'PTSD']"
97,“Dieu ne manquera jamais de moi” 🙇🏽‍♀️🙏🏽 UofMemphis Alumna 615⏩281 IG:loarielle_ use Code: LAUW20,"Texas, USA",0,It’s giving PTSD &amp; trauma https://t.co/2OVOmJEV6R,2022-04-30 15:38:55+00:00,[]
98,,Indiana,56,"By attempting to fake a PTSD test, Amber Heard simply exposed herself.

Psychologist Dr. Curry testified that she said ""yes"" to all 19 symptoms which is uncommon even for those with SEVERE PTSD.

Faking PTSD is a slap in the face for those of us who truly suffer from it.",2022-04-30 15:38:57+00:00,[]
99,ExGOP since 2015,,0,"@akkesting @EwanWhyte2 I'm all for therapy, and also medication if it help with your anxiety. SSRI's changed my life for the better. I had PTSD to the point it had destroyed my body's ability to manage serotonin. Panic attacks were terrifying in the before.",2022-04-30 15:39:11+00:00,[]
100,Adult survivor of PA by a cruel mom. Now going through PA of gkids by an even worse DIL. Supporter of honesty & goodness & all ppl who are both (&50-50 custody),USA,0,"@DadswithKidsUk @SheraFamily Interestingly too how very many (almost all) of these women claim all these conditions,JUST LIKE AMBER HEARD’S PTSD. If one considers survivors of long ago never had all these things, one must conclude these ladies, most of them, are Ambering (falsifying,making worse, LYING!)",2022-04-30 15:39:29+00:00,[]
101,could 2020 get any more bizarre,,0,"@_7t2rxW3yR @tasteofsanity @atothetheist @aburkhartlaw She claimed PTSD
he didnt
so because she claimed it he had the right to counter claim
the same as any other statement she makes he has the right to counter it 
As she has the right to counter him for his statements 
He didn't claim ptsd so she has no counterclaim
Ergo no MH exam",2022-04-30 15:39:34+00:00,[]
102,ኣቱም ኩልኹም እትጽዕሩን ፆር ዝከበደኹምን ናባይ ንዑ፡ ኣነ ኸኣ ከዕርፈኩም እየ!! (ማቴ. 11፡28),,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:39:35+00:00,['ChildrenOfTigray']
103,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,0,"@StrtOuttaCRO 
⚽️ LEEDSUTD Paracord Bracelets ⚽️

Please RT and show your support.

Each bracelet is custom made to order 
handmade by myself #Army #Veteran who suffers from #PTSD if anyone is interested please contact me for details. #LEEDS https://t.co/gGbym1vsLu",2022-04-30 15:39:41+00:00,"['Army', 'Veteran', 'PTSD', 'LEEDS']"
104,just retweeting my life away,Trinidad and Tobago,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:39:43+00:00,[]
105,Don’t Let Haters Stop U.,The Dark Alleys. ,0,@SOBERKIN22 I weren’t planning n a Bottle of Vodka Vodka was making that Plan. If u stop and refused? It’s cause U are not wanting to abuse yourself with your SUD. Substance Use Disorder. PS the new term for addiction is SUD.,2022-04-30 15:40:03+00:00,[]
106,Artist 🌡 If it’s not Loyalty it’s not Love 💯💔 Stories From the 808 🔜🔥,Further than Yesterday ,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:40:10+00:00,[]
107,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,0,"@TanyaSullivan90 
⚽️ LEEDSUTD Paracord Bracelets ⚽️

Please RT and show your support.

Each bracelet is custom made to order 
handmade by myself #Army #Veteran who suffers from #PTSD if anyone is interested please contact me for details. #LEEDS https://t.co/lB9TCgIg91",2022-04-30 15:40:21+00:00,"['Army', 'Veteran', 'PTSD', 'LEEDS']"
108,Don’t Let Haters Stop U.,The Dark Alleys. ,5,"@wesanahealth @CarBombBoom13 @Nobleconference I was drawn in and blown away!  
https://t.co/1i57eBKScK",2022-04-30 15:40:33+00:00,[]
109,,,0,"@allezupyourass @andysignore @TwitterSupport @realamberheard @adam_waldman doctor curry was appointed by the courts and gave her an objective psychological exam to verify her claims of PTSD, the results of the test proved she was faking her symptoms. Depp's team later interviewed her at his home to decide if they wanted  to use her as a witness.",2022-04-30 15:41:02+00:00,[]
110,Tigray seb alewa,,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:41:03+00:00,['ChildrenOfTigray']
111,"Urogynecologist, pelvic floor health advocate, pelvic floor disorders researcher, surgical educator","Vancouver, British Columbia",0,#PTSD = Actual or threatened harm/Overwhelming #stress that cannot be controlled by normal coping. How about when it’s induced by #childbirth events? #traumainformed #CSPM2022 @SocietyPelvic https://t.co/0C15z6XThX,2022-04-30 15:41:09+00:00,"['PTSD', 'stress', 'childbirth', 'traumainformed', 'CSPM2022']"
112,,ገረዓልታ ,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:41:14+00:00,['ChildrenOfTigray']
113,"I'm a husband, father and President of Zion's Landing!

Co-Believer in #colortheblockchain #GuerrillaMusic",,0,PTSD from scammers is a thing.  Everytime my computer crashes or gerps I go check my wallets 😂.,2022-04-30 15:41:22+00:00,[]
114,,,6,"The PTSD has been fully triggered. I, I think I hear the honking again. Nooooooooooo https://t.co/X9akjpP2Ok",2022-04-30 15:41:27+00:00,[]
115,made in the image of God … that’s a selfie 🤳🏾 🤎 #2503,In My Own Lane,0,😭😭😭😭😭 I got PTSD. This will forever be funny https://t.co/v5UvCf4N0M,2022-04-30 15:41:30+00:00,[]
116,The candle that shines twice as bright only burns half as long......Live Free....,City boy by the water ,0,"@NYGiantsRush Damn, the PTSD is real with this account. Give them at least at year before you all become self-loathing losers. It's not Gettleman, repeat its NOT Gettleman!",2022-04-30 15:41:31+00:00,[]
117,Professional Wise Acre/ multi-instrumentalist, Beckley WV,0,@waycombat Your repetitive comments and obsession with Trump show an inferiority complex coupled with PTSD. I sincerely hope you're in treatment to resolve these conditions.,2022-04-30 15:41:42+00:00,[]
118,IG: Masochisticmikk | NOT THE VOICE OF REASON.|,Kc ,7,ion think some parents understand that hitting ur child or destroying their belongings does not teach them a lesson or motivate them to behave better. ur literally just giving ur child PTSD.,2022-04-30 15:41:44+00:00,[]
119,IG: @onlytatiij .. 18.,somewhere in FL.🙄,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:41:54+00:00,[]
120,"22 | A girl looking to help people out as best she can | April Fool mode | She/her, Trans | Artist | BLM | Switch: SW-0184-0159-4911 | Discord: Pyra#8735",,0,@TriforceZard Now i just want to know what the acronym is gonna be because it's looking a lot like PTSD so far lol,2022-04-30 15:41:56+00:00,[]
121,Trinidadian 🇹🇹 || Anime,Trinidad and Tobago,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:41:57+00:00,[]
122,Based on a true story. Probably known best for @BCVixenCast #DateShahan and some other claims to fame. Views are my own. Retweets ≠ endorsement. He/him.,"Bristol, England",0,"(Trying not to get PTSD(?) of when I woke up after a night out in Leeds only to find one of my shoes missing, and so got the train back to Bristol Temple Meads with a bag I found to wrap around my foot...) https://t.co/qzOeBu0yjo",2022-04-30 15:42:00+00:00,[]
123,just a disappointing filipina she/her,,256,"Very informative tiktok for those asking why Amber Heard had to sit for a mental evaluation but Johnny Depp didn’t. 

It’s because Heard claimed PTSD from the relationship and therefore put her mental health at issue. 

She opened that door. 

#DeppHeardTrial https://t.co/QKuHF9Xwr4",2022-04-30 15:42:00+00:00,[]
124,❤️💛🙏,,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:42:08+00:00,['ChildrenOfTigray']
125,"Following my Drive & Passion wrote TRUE Self-Help Book to Help People #1, & Now a Parents Self-Help Guide for Youngins... Amounts to Self-Help for Families MH!",,1,"#Parents #Anxiety #Depression #PTSD #OCD #AddictionRecovery #BPD #Bipolar #ADHD #ADD #Selfhelp... For Sufferers, or Anyone struggling with negativity at times... &amp; Also, with the Helping hands of Parents for their Young... Tremendous Education for All! https://t.co/qRSKNsvlGz https://t.co/IR7mRlnvsp",2022-04-30 15:42:17+00:00,"['Parents', 'Anxiety', 'Depression', 'PTSD', 'OCD', 'AddictionRecovery', 'BPD', 'Bipolar', 'ADHD', 'ADD', 'Selfhelp']"
126,"My tears cure cancer. Too bad I have never cried. If I block you, it’s nothing personal, it’s just that I hate you.","Chicago, IL",0,"@shortillness2 I stripped naked and ran down the halls fighting staff. I have pretty bad ptsd but have done good with diet and exercise. Once I got there they loaded me on a shit ton of drugs, and I thought everyone was trying to kill me. I still don’t believe it’s out of my system.",2022-04-30 15:42:19+00:00,[]
127,Politisch und Sport,,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:42:34+00:00,['ChildrenOfTigray']
128,"If you or someone you know is having thoughts of suicide, contact the Veterans Crisis https://t.co/425NdWD6s3 800-273-8255 and press 1, or text 838255.
**Fictional stories*",This is a Bot ,0,Cornell Smith veteran from Atlanta of the U.S. Coast Guard died due to issues with PTSD. #22aday,2022-04-30 15:42:49+00:00,['22aday']
129,"Author. Archer. Erratic gardener. #Indie. #History lover particularly #Tudor. Leftie #Vegan. Feminism isn't a dirty word, Blackadder, crevice is a dirty word...",Wild and wonderful Wales ,99,"Things/Themes/Tidbits of my #WIP Book1 of planned #trilogy

SHADOW GUIDES

☣Bioterrorism
💀#Apocalyptic Pestilence
💥#SocietalCollapse
🌄#AppalachianTrail
🐕#Servicedog
⚕Autoimmune Disease
✴Medical Trauma &amp; PTSD
💔Love&amp;Loss
😡Vengeance

#moodboard #amwriting #WritingCommnunity https://t.co/sGLyR8uhIX",2022-04-30 15:42:51+00:00,"['WIP', 'trilogy', 'Apocalyptic']"
130,"PeaRL - Perinatal Research Lab.
Joint laboratory of @CiaoLapo Foundation & @Uni_Firenze NeuroFarBa Department",Florence,2,"Most challenging tasks for healthcare professionals are discussing child's death, its causes, and post-mortem results. Their risk of PTSD is high (up to 30%) and it's reduced by a formal training in communication.
@ClaudiaRavaldi at #conciencia2022, @FundEraenAbril, #Argentina. https://t.co/FBBQfnXg3F",2022-04-30 15:42:57+00:00,[]
131,"💸cryptocurrency watcher
📡surveillance awareness
🍄psychedelic research advocacy
✌🏻anti-war",USA,1,"Whether new folks struggle with PTSD or just live somewhere psychedelic drugs are newly decrim’d, many businesses have deemed the most effective sales pitch to be marketing miracles; demonizing other forms of treatment; fronting as cultural experts; or overstating research. 4/4",2022-04-30 15:43:00+00:00,[]
132,I sit. I breathe.,"Skowhegan, Maine",0,"I have observed some experiments, closely. I was very skeptical; I now have much faith and hope for more discoveries with psychedelics treating PTSD and other psychological obstacles. https://t.co/DNyA6vQiEa",2022-04-30 15:43:54+00:00,[]
133,architect,,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:43:54+00:00,['ChildrenOfTigray']
134,,,0,"@elonmusk @pmarca Mental illness and conditions are the underlying factor to a lot of issues in our country. Not just addiction to pain 💊, but over prescribing, people who do go untreated and commit a variety of crimes, PTSD, people untreated end up homeless, untreated or mistreated people act..",2022-04-30 15:43:58+00:00,[]
135,❤️‍🔥dyke❤️‍🔥,,0,"@Ollie_Bun In huge global studies of women in prostitution, their number one desire is to leave the industry. Prostitutes have 2x the PTSD rates of combat veterans and their average life expectancy is generally 1/3 of other women in their country.",2022-04-30 15:43:59+00:00,[]
136,Early Literacy and Dyslexia Specialist,"Clarksville, TN",0,"@TheRickWilson @ProjectLincoln Lord help us. I still have ptsd from DT .. please sweet baby Jesus, not Ron now!!! Help",2022-04-30 15:43:59+00:00,[]
137,26🇵🇭. Aries|Pig ♈️. fall in 💛 with taking care of yourself. Here for laughs. #TexasA&MAlumi 💋. IG:@jomamaaa_13,,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:44:08+00:00,[]
138,,,0,"@allezupyourass @andysignore @TwitterSupport @realamberheard @adam_waldman the court literally did appoint her, that's on record. Heard claimed to have PTSD so she was assigned to verify. Depp only hired her to testify about her findings. her report on Heard was made before she met with Depp's team.",2022-04-30 15:44:25+00:00,[]
139,,Arizona,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:44:58+00:00,[]
140,Imma let you go cause I need my peace 🥀 🪙 🇨🇩 #hakeemprime #liveinconcert,🌐  BOI x LAX x ATL 🌐,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:00+00:00,[]
141,IG: naturallyspeaking_ Snapchat: taitrippy. ♊️ 💎🌈,Nj ✈️ FL 🌴 Va ..,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:06+00:00,[]
142,Psalm 46:5 ✨| Jesus Lover 🕊Astoria Brand Rep 🌿 IG: treasurejoene,,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:08+00:00,[]
143,ᴛɪᴍᴇ ᴡɪʟʟ ᴛᴇʟʟ. ɪᴛ ᴡɪʟʟ ꜱʜᴏᴡ ʏᴏᴜ. 💫✨,,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:12+00:00,[]
144,"Fantasy illustrator living w/ disability, neurodivergent, btq.

Watching Dominion is legitimately traumatic; it's why we prefer to leave it for our children.",Gothenburg,5,"Another recent student poster looking at mass killing via a water based foam. We know that forcing people to kill others leads to psychological distress and PTSD symptoms— see research in slaughter house, laboratories and shelter workers. https://t.co/GQOesWBWR6",2022-04-30 15:45:14+00:00,[]
145,World changer in the making💛| Serial Entrepreneur👸🏾| Artist🎨 |Hustling Hot Girl✨| @DivineBeautyLLC🌻,Somewhere in Ohio,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:18+00:00,[]
146,🏀,,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:23+00:00,[]
147,"#Anti_Conservative  Proud 🇨🇦  #BLM #Democracy over Party
#Atheist but believe in Gravity ( it keeps me grounded )",Middle of Canada,0,"@SerenaShimAward It is even more important coming out of the #pandemic.  

Many folks will suffer from many issues from #anxiety - #depression - #PTSD 

We need to normalize asking for help and giving help when asked for it.",2022-04-30 15:45:24+00:00,"['pandemic', 'anxiety', 'depression', 'PTSD']"
148,Life has no obligation to give us what we expect. #introvert #MUFC On.theNotis🤝,"Oakland, CA",37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:27+00:00,[]
149,"M
Oracle
Alchemist
Medicine Woman
Irreverent Reverend
Owner of https://t.co/hTHOIFx90A
Co-Creator of #OptoFortuna Tarocchi 
Mæstra Astrologer of Billionaires
Appts Only",🕸 May The Source Be You ☸️,0,@thielbux @GraduatedBen @ottobrunnerfan @AveMerci The heart-warming part is when he took me to the teahouse the next week and I thanked him for saving my life. He performed Japanese tea ceremony while making me promise never to drink alone or go in that bar again. He learned the ceremony to calm his PTSD from military days.,2022-04-30 15:45:28+00:00,[]
150,📸: liyah_lashae 👻:aliyahlashae6 #ForeverSchwayWorld💙 #Hacked@10K,,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:31+00:00,[]
151,Dee❤️model/vixen💋||dm for my private snap👻 and my premium and explicit adult content🔞||dm for ads and promo,"Atlanta, GA",37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:34+00:00,[]
152,,,2,"@effiedog Gee, I sorta kinda remember BP &amp; other oil companies doing similar stuff w/ refinery explosions, oil spills, general mismanagement &amp; such.

 Or:  Is that just an overactive imagination tripping out again, after headlines re-triggered a nasty war-related PTSD flashback?",2022-04-30 15:45:36+00:00,[]
153,20 ♥️ |🗽| Unblock fee 55$ | rt 4 rt 📩 | promo gcs / relatable tweets 🎀,,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:38+00:00,[]
154,Flem 🕊🥀🙏🏽,"Opa-Locka, FL",37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:48+00:00,[]
155,"New Twitter Chelly, The Nurse 💕",,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:45:51+00:00,[]
